字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求
电信王卡优选版，多款主流APP免费流量等你来！,http://www.baidu.com/baidu.php?url=a00000jCx3p_KaPSJJmAXAXeCFkWecvsCaITEbcpF0fcKq1ySX7dlWNianvaxjULIxb5BVBiU8AcFES62SmLjLWZ0u134uoEW8GEG0IDe2wdNAJIO0Z-3aJWtfIkN5c_uURHZXhXmscZ2yvgrScOW67cc0uKUKccIZvrexeA0n9RCE1-kcKcXNGynN2RJ_Qh0Ytcq8fGqnP2WkVpMV2QRNsFB2L_.Db_iT5-x-tJqhOb6vsf8YOFPK-qZML9IGY88xfYmhn-Xi1Fuub_lpthHIk__LNeJS5Zx_e5ZGvImphmCbYyQe8WCCoDkqgHmP2s1f_un-XSVf0.U1Yk0ZDqz5v4SoQxsVHH1_SL0Zfqd_xDLQpC1Oc0pyYqPH030ATq0ZNG5fKspyfqnfKWpyfqn1bs0AdY5HDvPHDd0AFW5HD0pvbqn0K-pyfq0AFG5fKVm1Y0TgKGujYs0Z7Wpyfqn0KzuLw9u1Ys0AqvUjY1nj0snjDVn-t1n1f4nadbX-t1rjRkPzdbX-tYPjf4nzdbX-tYPjbvPzYz0A7B5HKxn0K-ThTqn0KsTjYs0A4vTjYsQW0snj0snj0s0AdYTjY0uAwETjY0ThCqn0K1XWY0IZN15HR3P16krHmknjTYrjbvrjcYPWc0ThNkIjYkPH6znjDsrjRsrH0s0ZPGujYsPAc4nyRzujmknW-WuHTz0ZK85HDk0Aq15Hf0Ugw4TARqnHR0mywYXgK-5HD3PsK9IZKGujYs0APspyfqnH0snfKsUA-b5H0snjD0mv9GujY0mgKsIh3q0Zw9XjY0Ugw15HDvPHDd0AqWTAnqninsc10Wnansc10Wn16WcznkQW0snankQW0snanWc10WnankQW0scznWnansc10Wnansc10Wnan4Pinsc10WnankQW0sc1D8nj0sc1D8nj0sc108nj0sc108nj0sc108nj0sc1D8nj0Wnansc10WnankQW0snansc10WnanWnansc100TZfqP1Tk0ZKETv-Ypyq85H00TAq1pgwGUv4xmv99UhI-gLF-mgPEUWYs0AqzpNqVIjYkPWRkPfKVI7qsIjYs0A7WmLfq0AwWmvfq0AwWTM0q0Aw-IMws5fK1UWY0TZFEujY0UvPsmdq_myFxTLw9IZN15H00UvPsmdqWUA-Wp1Ysc10Wnansc10WnankQW0snankQW0sn0KhIZ-suHYs0A7bTv4xT1Ys0A7bTv4xpgnq0AFVUjYs0Ad9m1Rq0Aq95fK9uAPo5H00UZfqn0K1m1Ys0ZuGuANEpyfq0AF-Tvsqn0KGTvw_5H00UvkbUjYs0ZKzUvI9uZmqn0K9TLbqn0K9uZKL5HDkPj00mywspjYvPj00pgPs5gPl0A91UATqn00k5H00nWY0n1Y0PjY0PHYs0jmqn00L5H00rjYs0jbq0ZKzUvIxIZnqnHDknWTzPH6srHbzrHD3rj6zPW60TZFEudqsT1YknHcsPWb1nj0sn101rjDkPHf4n0KsThqMgLwG5H00TZFEudqspHY0TAPG5H00TvGC5HcdPfKBIgw9u1Ys0A4-IjYs0APzm1Y1rHTzr0,,,,,,,,
这两个意外险对比下，哪个更好？,https://tieba.baidu.com/p/5973802674,16,"
            3-21        ",,,,,,
信泰保险的如意传承属于什么类型的产品，卖的怎么样？,https://tieba.baidu.com/p/6072300657,2,"
            3-19        ",,,,,,
纯重疾险价格比重疾两全险便宜很多，想买大病险一定要了解下,https://tieba.baidu.com/p/6073845548,0,"
            3-20        ",,,,,,
平安人寿保险免费咨询,https://tieba.baidu.com/p/6065552121,4,"
            12-8        ",,,,,,
"3.15,大公司优惠在行动，价格堪比市面低位。抄底的亲来",https://tieba.baidu.com/p/6067731691,1,"
            12-8        ",,,,,,
买了重疾险的人，现在感受如何？,https://tieba.baidu.com/p/6064981208,0,"
            3-12        ",,,,,,
买保险，大家要找专业的人士和优质的服务,https://tieba.baidu.com/p/5758577383,3,"
            3-11        ",,,,,,
要多少岁才能购买信泰保险的如意传承这款产品？,https://tieba.baidu.com/p/6062784182,6,"
            3-11        ",,,,,,
嘉实基金的介绍里有说获得企业年金投资管理牌照，,https://tieba.baidu.com/p/6062474206,4,"
            3-10        ",,,,,,
我想问下我宝宝还没出生可以给他买保险么？买什么险好,https://tieba.baidu.com/p/5361986644,29,"
            2-24        ",,,,,,
惊！【金诺优享】一款靠抢才能拥有的产品！前来签单的客户人山人,https://tieba.baidu.com/p/6057770029,1,"
            12-16        ",,,,,,
关于既往症有个问题请教大家,https://tieba.baidu.com/p/6050946911,1,"
            12-8        ",,,,,,
在北京，在友邦15911146259,https://tieba.baidu.com/p/6050569875,0,"
            2-28        ",,,,,,
很多朋友把重疾险当成医疗险用，效果就像穿打底衫套个羽绒服就出,https://tieba.baidu.com/p/6046707977,0,"
            2-24        ",,,,,,
想了解保险，有需要的，大家都过来探讨一下，评论区见。,https://tieba.baidu.com/p/6045995665,1,"
            12-8        ",,,,,,
被神化了的【投保人豁免】,https://tieba.baidu.com/p/6037893916,0,"
            2-16        ",,,,,,
欢迎咨询保险业务，改变保险行业景气。,https://tieba.baidu.com/p/6036209672,0,"
            2-15        ",,,,,,
求 保险配置的秘密法则  功夫财经叶云燕课程,https://tieba.baidu.com/p/6010033503,3,"
            2-14        ",,,,,,
365，可通过软件空中投保,https://tieba.baidu.com/p/6029908322,3,"
            12-15        ",,,,,,
求推荐保险,https://tieba.baidu.com/p/6027552375,0,"
            2-5        ",,,,,,
重疾险与医疗保险区别,https://tieba.baidu.com/p/6017668041,0,"
            1-25        ",,,,,,
分享：活该你们被市场教育,https://tieba.baidu.com/p/6008348010,3,"
            12-8        ",,,,,,
天安保险值不值得入手,https://tieba.baidu.com/p/5944866943,2,"
            1-16        ",,,,,,
分享：活该你们被市场教育,https://tieba.baidu.com/p/6008341275,1,"
            12-7        ",,,,,,
保险对每个人都是好的，首先我们每个人对意外和疾病的风险都没法,https://tieba.baidu.com/p/6007490755,0,"
            1-14        ",,,,,,
我的保险买了,https://tieba.baidu.com/p/6005452812,6,"
            12-8        ",,,,,,
看看这几张图你明白了什么,https://tieba.baidu.com/p/6006628146,0,"
            1-13        ",,,,,,
转贴:【图片】家长如何为孩子选择教育金保险?【少儿保险吧】_百...,https://tieba.baidu.com/p/5990476689,2,"
            12-7        ",,,,,,
本人热爱旅游，需要保什么呀？,https://tieba.baidu.com/p/5939650565,20,"
            12-16        ",,,,,,
[疑问]父母50多岁了，还能买到合适的健康险吗？🎄常青树20,https://tieba.baidu.com/p/6003152030,0,"
            1-10        ",,,,,,
我要买保险，天安保险怎么样呢？,https://tieba.baidu.com/p/5927250111,21,"
            1-10        ",,,,,,
请问60岁以上老人保险要怎么买？,https://tieba.baidu.com/p/5933610663,12,"
            12-15        ",,,,,,
适合中老年人的防癌险,https://tieba.baidu.com/p/5963782436,1,"
            12-8        ",,,,,,
想为爸妈买份保险有推荐吗？,https://tieba.baidu.com/p/5581475128,25,"
            1-7        ",,,,,,
家庭中常被忽视的『刚需』——『定期寿险』,https://tieba.baidu.com/p/5997692754,0,"
            1-4        ",,,,,,
华夏常青树多倍版核心优势 1.最高可赔7.9倍基本保额：轻症,https://tieba.baidu.com/p/5946554616,5,"
            12-8        ",,,,,,
乳腺结节，如何投保重疾险？,https://tieba.baidu.com/p/5992139137,0,"
            12-29        ",,,,,,
沧州平安人寿保险欢迎咨询投保,https://tieba.baidu.com/p/5985294840,1,"
            12-27        ",,,,,,
甲状腺结节，如何投保重疾险？,https://tieba.baidu.com/p/5990272817,0,"
            12-27        ",,,,,,
转贴:甲状腺结节买保险还来得及吗_保险吧_百度贴吧,https://tieba.baidu.com/p/5974605067,1,"
            12-27        ",,,,,,
中国太平保险公司欣悦一世理财真相,https://tieba.baidu.com/p/5284993281,2,"
            12-26        ",,,,,,
杭州保险,https://tieba.baidu.com/p/5984540815,0,"
            12-21        ",,,,,,
30秒测算您应该规划的保险类型及保额,https://tieba.baidu.com/p/5984260368,2,"
            12-8        ",,,,,,
天津北大方正人寿保险，是北京大学喝日本最大保险公司明治安田以,https://tieba.baidu.com/p/5981932330,1,"
            12-8        ",,,,,,
本人想买保险，但是不是很了解这一行，来个人给我介绍下咯 微信,https://tieba.baidu.com/p/5981156554,2,"
            12-17        ",,,,,,
少儿保险怎么买？,https://tieba.baidu.com/p/5975767920,0,"
            12-16        ",,,,,,
买保险不是在新保险销售业务员处购买都会后悔的,https://tieba.baidu.com/p/5977833923,0,"
            12-14        ",,,,,,
分享：理性投保，不要让你“被推销”,https://tieba.baidu.com/p/5974698431,0,"
            12-10        ",,,,,,
分享：找了个固定的地方。。。,https://tieba.baidu.com/p/5967706359,0,"
            12-3        ",,,,,,
"天安人寿-爱守护2019,产品详解",https://tieba.baidu.com/p/5957810674,3,"
            12-3        ",,,,,,
能说说保险团队吗，河南的哪个团队更好？,https://tieba.baidu.com/p/5949609950,1,"
            12-1        ",,,,,,
分享：买保险，性价比高≠合适,https://tieba.baidu.com/p/5960517589,0,"
            11-25        ",,,,,,
『支付宝全民保养老金』真的适合全民吗？,https://tieba.baidu.com/p/5965426713,0,"
            11-30        ",,,,,,
农合今年保费220元了，起付线1000元！报销60%，并且限,https://tieba.baidu.com/p/5950282039,1,"
            11-30        ",,,,,,
儿童保险投保指南，专家手把手教你如何买保险！,https://tieba.baidu.com/p/5964546122,0,"
            11-29        ",,,,,,
分享：孩子的保险，定期好还是终身好？,https://tieba.baidu.com/p/5960257366,0,"
            11-25        ",,,,,,
经济学硕士手把手教您看保险-打通购买到理赔的全部关卡,https://tieba.baidu.com/p/5946899198,24,"
            11-22        ",,,,,,
那些年保险公司吹过的牛，挖过的坑（长期连载）,https://tieba.baidu.com/p/5939382702,16,"
            12-8        ",,,,,,
可心说保：在济南如何给孩子买保险？,https://tieba.baidu.com/p/5948888807,0,"
            11-13        ",,,,,,
华夏关爱您的生活，给你最好的保障,https://tieba.baidu.com/p/5945131217,1,"
            11-13        ",,,,,,
安达保险有限公司的理赔服务怎么样？,https://tieba.baidu.com/p/5933991923,3,"
            11-6        ",,,,,,
【保险大咖秀】保险圈里的小秘密！,https://tieba.baidu.com/p/5252795623,4,"
            11-30        ",,,,,,
小白必读：买保险的N大误区，你中招了吗？（一）,https://tieba.baidu.com/p/5252793811,0,"
            11-6        ",,,,,,
西安有想了解投资理财车险寿险看,https://tieba.baidu.com/p/5299246079,5,"
            11-5        ",,,,,,
重视保险理财意识！！！,https://tieba.baidu.com/p/5931217101,2,"
            11-5        ",,,,,,
买天安保险怎么样 靠谱吗？,https://tieba.baidu.com/p/5934667835,3,"
            11-5        ",,,,,,
【保险公司会倒闭吗？】#保险理财# 保险法规定，经营有人寿业,https://tieba.baidu.com/p/5693761701,3,"
            12-8        ",,,,,,
谁知道微保11.2周年红包在哪里领？戴森卷发棒咋抢?,https://tieba.baidu.com/p/5934890786,15,"
            11-5        ",,,,,,
您们好，车险小秦，需要买车险的可以找我。,https://tieba.baidu.com/p/5839535156,1,"
            10-27        ",,,,,,
女儿今年5岁，买什么保险比较好，有好的推荐嘛,https://tieba.baidu.com/p/5608138101,36,"
            8-27        ",,,,,,
想给老公跟我买个保险，不知道哪个好求推荐微yang80812,https://tieba.baidu.com/p/5864092191,5,"
            9-8        ",,,,,,
想买个险，有好的推荐吗？,https://tieba.baidu.com/p/5800201145,37,"
            12-8        ",,,,,,
为何让别人来从事保险工作的时候，别人都不愿意呢？,https://tieba.baidu.com/p/5594143423,5,"
            12-8        ",,,,,,
很多人说，我工资低，买不起保险，下面给你看看一个月3000工,https://tieba.baidu.com/p/5876692879,3,"
            10-18        ",,,,,,
在网上看了沃保网，感觉很不错的样子,https://tieba.baidu.com/p/5908839633,3,"
            12-7        ",,,,,,
一款返还型少儿定期重疾险，真的那么好吗？,https://tieba.baidu.com/p/5909258401,0,"
            10-10        ",,,,,,
在网上搜索到了沃保网，感觉挺不错的。,https://tieba.baidu.com/p/5908827796,1,"
            10-10        ",,,,,,
有没有专业的 给说下 适合什么险种 ，关注好几家了,https://tieba.baidu.com/p/5743185071,54,"
            12-16        ",,,,,,
问一下，有没有单独保溏尿病的险种？,https://tieba.baidu.com/p/5871246648,11,"
            10-5        ",,,,,,
这个贴吧是平安专场吗？为何不能发出异议？,https://tieba.baidu.com/p/5903507544,0,"
            10-5        ",,,,,,
保险APP推广，丰厚回报,https://tieba.baidu.com/p/5874190922,1,"
            12-8        ",,,,,,
天安保险怎么样呢？  我同事推荐我的,https://tieba.baidu.com/p/5888638389,4,"
            9-24        ",,,,,,
前几天朋友买了份这样的保险，你们觉得好不好？,https://tieba.baidu.com/p/5745606707,64,"
            12-17        ",,,,,,
太平福禄康瑞,https://tieba.baidu.com/p/5890996569,0,"
            9-23        ",,,,,,
重疾拒赔知多少,https://tieba.baidu.com/p/5886604273,0,"
            9-19        ",,,,,,
想买份保险给自己，哪位给推荐一款？谢谢,https://tieba.baidu.com/p/5831017264,13,"
            9-19        ",,,,,,
多次赔付/癌症单组/中症责任丨常青树（多倍版），重疾新选择华,https://tieba.baidu.com/p/5880516894,4,"
            12-8        ",,,,,,
天安保险 买了值不值？,https://tieba.baidu.com/p/5879626830,6,"
            12-8        ",,,,,,
想买份保险,https://tieba.baidu.com/p/5460133042,56,"
            9-12        ",,,,,,
想买保险，女47男52岁，主要是给怕以后生病拖累孩子。还有就,https://tieba.baidu.com/p/5825169564,44,"
            12-8        ",,,,,,
都是打广告的咋滴？吧主是歧视石家庄了？山东地区可以发，武汉地,https://tieba.baidu.com/p/5871224594,0,"
            9-7        ",,,,,,
济南地区买保险可以找我,https://tieba.baidu.com/p/5862735204,4,"
            12-7        ",,,,,,
十一快到了~自驾游要不要上一份保险呢？,https://tieba.baidu.com/p/5870652225,2,"
            9-6        ",,,,,,
大家看看中荷童乐保怎么样？,https://tieba.baidu.com/p/5870197960,2,"
            9-6        ",,,,,,
我是广东中国人寿的，想买保险找我，++微：RR190625,https://tieba.baidu.com/p/5870412469,1,"
            12-15        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/5860137183,2,"
            9-4        ",,,,,,
你值得拥有,https://tieba.baidu.com/p/5865708231,0,"
            9-2        ",,,,,,
9月开学季，给宝宝买保险,https://tieba.baidu.com/p/5864618692,0,"
            9-1        ",,,,,,
一分钱一分货，网上保险这么便宜，能买吗？,https://tieba.baidu.com/p/5816880993,2,"
            8-29        ",,,,,,
