字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求（是=1，否=0）
一位小女孩为小提琴🎻考级未过而沮丧！她爸爸一席话感动无数人：,https://tieba.baidu.com/p/6408381352,0,"
            12-24        ",,,,,,
纯新人大家帮我分析下 有必要从大都会人寿换到 安心保险吗？安,https://tieba.baidu.com/p/6403904915,51,"
            12-24        ",,,,,,
石可破也，而不可夺坚;丹可磨也，而不可夺赤。专业寿险服务，早,https://tieba.baidu.com/p/6408349023,0,"
            12-24        ",,,,,,
本人从事保险工作多年，咨询不收费 ，解答不要钱，即使您没来找,https://tieba.baidu.com/p/6394210572,2,"
            12-26        ",,,,,,
麻烦问一下父母有精神病史，给自己买什么保险，什么保险预防精神,https://tieba.baidu.com/p/6394940186,22,"
            12-24        ",,,,,,
请教一下，终身寿险的含义和意义到底是什么？是不是只有人死了才,https://tieba.baidu.com/p/5807798145,19,"
            7-24        ",,,,,,
短信裙发平台，106接各个行业。诚信合作的➕感兴趣的话给我留,https://tieba.baidu.com/p/6350812515,1,"
            12-24        ",,,,,,
关于遗传病免责咨询,https://tieba.baidu.com/p/6020742606,11,"
            12-24        ",,,,,,
求大神指导一下，朋友介绍！能买么,https://tieba.baidu.com/p/6368546424,24,"
            12-23        ",,,,,,
老哥们啊，有建信人寿上班的吗，我买了金享未来保险可以退掉吗,https://tieba.baidu.com/p/6253783216,19,"
            12-23        ",,,,,,
康宁终身重大疾病保险（2019版）。这个险种怎么样，年龄39,https://tieba.baidu.com/p/6110416444,13,"
            12-23        ",,,,,,
有保险，年金险需要咨询的请加,https://tieba.baidu.com/p/6396100174,1,"
            12-23        ",,,,,,
保险是不是越来越难做了,https://tieba.baidu.com/p/4313611483,6,"
            12-23        ",,,,,,
保险代理人是越来越难做了。。。,https://tieba.baidu.com/p/4669132241,1,"
            12-23        ",,,,,,
为什么没人推荐人寿的百万安心疗,https://tieba.baidu.com/p/6407492954,6,"
            12-23        ",,,,,,
求关于保险的小说,https://tieba.baidu.com/p/6192742682,1,"
            12-23        ",,,,,,
生活比想象残酷，保险比人情便宜。感情怎么样，借一次钱就知道了,https://tieba.baidu.com/p/6407517294,4,"
            12-23        ",,,,,,
两全险真的可以做到“两全其美”吗？,https://tieba.baidu.com/p/6405417001,9,"
            12-23        ",,,,,,
最近在看这款！有来说说的吗？,https://tieba.baidu.com/p/6291093878,54,"
            10-12        ",,,,,,
人寿保单可以贷款吗？有了解的大神吗？,https://tieba.baidu.com/p/6406237830,22,"
            12-23        ",,,,,,
梧桐树保险，几天一次电话过来电销，说了不需要还一直打，能不能,https://tieba.baidu.com/p/6249943953,3,"
            9-8        ",,,,,,
中国人寿员工，有相关，车险，意外险，健康医疗，理财及教育险，,https://tieba.baidu.com/p/6407649239,0,"
            12-23        ",,,,,,
影响汇率的基本面的因素,https://tieba.baidu.com/p/6407639906,0,"
            12-23        ",,,,,,
【懒伙计】2019年新版医保目录调整来了！事关每个人的福利,https://tieba.baidu.com/p/6407516966,2,"
            12-25        ",,,,,,
有没有想了解保险 或者有意向给自己或者家人买的 联系我！,https://tieba.baidu.com/p/6407611410,0,"
            12-23        ",,,,,,
【懒伙计】常青树旗舰版深度测评：值得买吗？,https://tieba.baidu.com/p/6407577762,0,"
            12-23        ",,,,,,
宝宝18个月 人家推荐的少儿福 我主要是想给宝宝买重疾和意外,https://tieba.baidu.com/p/6407541522,2,"
            12-23        ",,,,,,
请问现在年金险的分红有保证每年分红的吗？,https://tieba.baidu.com/p/6379241648,19,"
            12-23        ",,,,,,
想买份保险 今年23岁 那种疾病险和意外保险推荐一下,https://tieba.baidu.com/p/6218693972,58,"
            12-23        ",,,,,,
吸烟保费比不吸烟的贵，如果现在戒烟保费能少交一些吗？,https://tieba.baidu.com/p/4524067422,1,"
            5-4        ",,,,,,
"转贴:专注心血管疾病,保障再升级的芯爱2号重大疾病保险上线了_保...",https://tieba.baidu.com/p/6407454744,0,"
            12-23        ",,,,,,
齐欣云服线上平台买保险行吗？为什么有慧择还出来个这个？,https://tieba.baidu.com/p/6219940657,6,"
            12-23        ",,,,,,
支付宝里的教育基金可以买吗求告知,https://tieba.baidu.com/p/6404605713,7,"
            12-23        ",,,,,,
电销机器人怎么样,https://tieba.baidu.com/p/6407440095,0,"
            12-23        ",,,,,,
❤️ 全国保单退保.实力代办当你被迫、因为人情购买保险，当你,https://tieba.baidu.com/p/6407431153,0,"
            12-23        ",,,,,,
中产家庭选择教育年金 儿童保险哪种比较好？,https://tieba.baidu.com/p/6388697167,12,"
            12-23        ",,,,,,
哪位大神帮我看一下这个太平洋少儿金福的产品设计怎么样？对于新,https://tieba.baidu.com/p/6400298491,51,"
            12-23        ",,,,,,
全国经纪公司合伙人,https://tieba.baidu.com/p/6407277464,0,"
            12-23        ",,,,,,
中英人寿意外险咋样。我朋友给我推荐的。说是10-500万定向,https://tieba.baidu.com/p/6404263059,46,"
            12-24        ",,,,,,
来人，我两个伯母鑫享至尊一个两万一个五万已经刷卡了，明天要去,https://tieba.baidu.com/p/6297957364,52,"
            12-23        ",,,,,,
❤️ 全国保单退保.实力代办当你被迫、因为人情购买保险，当你,https://tieba.baidu.com/p/6407267466,0,"
            12-23        ",,,,,,
本人想买一份保险，求推荐,https://tieba.baidu.com/p/6407219208,3,"
            12-23        ",,,,,,
有谁知道保险能退回的么？,https://tieba.baidu.com/p/6350609427,18,"
            12-23        ",,,,,,
问大家一下，我爸有医保，岁数61了，能买哪些重疾险和医疗险？,https://tieba.baidu.com/p/6403195206,18,"
            12-23        ",,,,,,
这个怎么样,https://tieba.baidu.com/p/6401507435,7,"
            12-23        ",,,,,,
无论什么项目，越爆利死得越快，合理的利润都要有一个正常的有效,https://tieba.baidu.com/p/6407142095,0,"
            12-23        ",,,,,,
父母高血压，但没有就医记录，能买好医保长期医疗吗？,https://tieba.baidu.com/p/5827796862,47,"
            12-23        ",,,,,,
我想给我妈买份保险(51岁)。不要过多的功能只要能治病的。实,https://tieba.baidu.com/p/6385333230,52,"
            12-23        ",,,,,,
注册理财规划师CFP职业前景　　银行客户经理——从储蓄客户管,https://tieba.baidu.com/p/6406987824,0,"
            12-23        ",,,,,,
市面上的保险产品和公司太多不知道买哪种啊  29周岁了想买人身险,https://tieba.baidu.com/p/6404533185,10,"
            1-4        ",,,,,,
交三年[胜利]一辈子都有钱💰让孩子赢在起跑线上[胜利]给孩子,https://tieba.baidu.com/p/6406702027,2,"
            12-23        ",,,,,,
见证合众人寿的快速理赔,https://tieba.baidu.com/p/6406235622,1,"
            12-23        ",,,,,,
保险是不是买消费型最划算？,https://tieba.baidu.com/p/6383804531,26,"
            12-23        ",,,,,,
平安保险退500押金好退吗？,https://tieba.baidu.com/p/6299675138,2,"
            12-23        ",,,,,,
刚入平安时说实习期佣金打折，到第七个月返还实习期剩下的佣金，,https://tieba.baidu.com/p/6406774624,1,"
            12-23        ",,,,,,
"近期各大银行利率公布,供大家参考",https://tieba.baidu.com/p/6406804566,1,"
            12-23        ",,,,,,
看来看去，还是买了复星妈咪保贝。70年。2500多。,https://tieba.baidu.com/p/6297381436,19,"
            12-23        ",,,,,,
我是上海中国人寿的业务主任有什么保险的问题可以咨询我我很乐意,https://tieba.baidu.com/p/5392865108,8,"
            12-23        ",,,,,,
免费体验，欢迎来撩,https://tieba.baidu.com/p/6406792780,0,"
            12-23        ",,,,,,
教你如何选择意外险,https://tieba.baidu.com/p/6406791743,0,"
            12-23        ",,,,,,
开车出了事故，买了第三者不计免赔。但是保险公司竟然只陪我百分,https://tieba.baidu.com/p/6096854658,12,"
            12-23        ",,,,,,
愿您二位早日康复http://cpic-fuqiang.xm,https://tieba.baidu.com/p/6387454163,6,"
            12-23        ",,,,,,
医疗,https://tieba.baidu.com/p/6406779014,0,"
            12-23        ",,,,,,
我想知道平安少儿住院险尊享版和2018版差距在哪里,https://tieba.baidu.com/p/6111356666,38,"
            12-23        ",,,,,,
广东衡量行保险公估诚聘合同伙伴,https://tieba.baidu.com/p/6406782507,0,"
            12-23        ",,,,,,
平安的少儿平安福怎么样？,https://tieba.baidu.com/p/6387455426,34,"
            12-23        ",,,,,,
这两份保险怎么样？以甲状腺癌为例,https://tieba.baidu.com/p/6399605619,24,"
            12-23        ",,,,,,
自己交了7年职工养老金，没有买职工医疗，现在想买，大神们分析,https://tieba.baidu.com/p/6399571095,17,"
            12-23        ",,,,,,
保险公司倒闭了一定影响客户利益，虽然有接管方但是没要求必须维,https://tieba.baidu.com/p/6405918903,7,"
            12-23        ",,,,,,
有部分同行为何让客户退保呢？只为自己的利益出发吗？只有考虑客,https://tieba.baidu.com/p/6405956846,4,"
            1-3        ",,,,,,
转贴:国富人寿嘉和保重大疾病保险 国富嘉和保vs超级玛丽2020vs达...,https://tieba.baidu.com/p/6406056056,1,"
            12-23        ",,,,,,
保险公司产品能升级这绝对是对客户利益大,https://tieba.baidu.com/p/6406274057,1,"
            12-23        ",,,,,,
保险公司产品能升级这绝对是对客户利益大,https://tieba.baidu.com/p/6406274095,1,"
            12-23        ",,,,,,
不知道给你推荐保险的业务员是不是这样的，不做对比，直推自己公,https://tieba.baidu.com/p/6390637656,32,"
            12-23        ",,,,,,
信泰人寿的如意享真的有那么好吗？,https://tieba.baidu.com/p/6008187703,49,"
            12-23        ",,,,,,
君康人寿颐养金生养老年金保险，有了解的么？,https://tieba.baidu.com/p/6319510905,35,"
            12-23        ",,,,,,
万能账户追加注意事项,https://tieba.baidu.com/p/5946423588,55,"
            12-23        ",,,,,,
平安守护星退保损失大吗 交了三年才感觉自己傻,https://tieba.baidu.com/p/6038135155,62,"
            12-23        ",,,,,,
窮人的机绘在哪里？？,https://tieba.baidu.com/p/6406504739,0,"
            12-23        ",,,,,,
我们全家保险都在她这买的，她服务简直没话说，性格也超好，我看,https://tieba.baidu.com/p/6343010848,4,"
            12-22        ",,,,,,
剔除保障成本、初始费用之后，进入到理财账户的保费太少了，保险,https://tieba.baidu.com/p/6404779257,4,"
            12-22        ",,,,,,
礼品，业务拓展,https://tieba.baidu.com/p/6385445178,5,"
            12-22        ",,,,,,
[微笑]很多人问咱父母的年龄，能买什么保险，我给朋友们简单说,https://tieba.baidu.com/p/6406271737,1,"
            12-22        ",,,,,,
平安小福星适合一6岁小孩吗？,https://tieba.baidu.com/p/6394633752,27,"
            12-22        ",,,,,,
“60%的人，将60%的积蓄，都用在了生命的最后28天”。这,https://tieba.baidu.com/p/6382010132,3,"
            12-22        ",,,,,,
各位朋友如果有保险需要的话可以联系我，竭诚为您服务,https://tieba.baidu.com/p/6406210096,0,"
            12-22        ",,,,,,
比如某公司的医疗险一年一核保（今年病了，保险到期公司审核，如,https://tieba.baidu.com/p/6405948284,2,"
            12-22        ",,,,,,
"2020年属鼠,鸡，羊，马，兔的人会犯太岁，给自己来到正宗太",https://tieba.baidu.com/p/6406190108,2,"
            12-22        ",,,,,,
商业养老保险求推荐,https://tieba.baidu.com/p/6014520603,29,"
            12-22        ",,,,,,
这个怎么样,https://tieba.baidu.com/p/6403817358,4,"
            12-22        ",,,,,,
感受泰国,https://tieba.baidu.com/p/6322651966,3,"
            12-22        ",,,,,,
看别的各种团队都去国外游学了有些团队整天说团队有多大，企业有,https://tieba.baidu.com/p/6406082103,0,"
            12-22        ",,,,,,
大神们，阿童木少儿重疾险在哪里买啊？,https://tieba.baidu.com/p/6073407105,50,"
            3-26        ",,,,,,
她说的有道理不？,https://tieba.baidu.com/p/6389349715,11,"
            12-22        ",,,,,,
你好，我是中国平安深圳公司的产品经理，可办理:（寿险，意外险,https://tieba.baidu.com/p/6351581636,8,"
            12-22        ",,,,,,
支付宝哪款保险适合给父母买，主要是爸妈四十多岁了，以后怕生什,https://tieba.baidu.com/p/5849148682,28,"
            12-22        ",,,,,,
太平洋疾病险轻症理赔，被保险人有县级人民医院的合磁报告单及轻,https://tieba.baidu.com/p/6085409352,25,"
            12-22        ",,,,,,
