用户名,博文,预测是否担忧（1=担忧，0=不担忧）,是否担忧（1=担忧，0=不担忧）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
河南气象,“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，减速慢行保平安L安徽消防的秒拍视频​,0,0,3,1,4,"
                        2019年12月19日 13:55
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=11,https://weibo.com/2202083193/IlueE8feV?refer_flag=1001030103_
丸圈,昨天晚上喝了一杯星巴克直到睡觉前我都在担心我要是晚上睡不着失眠该咋办结果证明真的是我想多了11点刚出头照样困了不愧是能吃能睡我本人​,0,0,  ,6,1,"
                        2019年12月19日 12:33
                        ",⭕iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=11,https://weibo.com/3182230880/IltHullq9?refer_flag=1001030103_
源源万事顺遂啊,除了担心灯牌太少还担心小汤🎫卖不出去咋办本来是好心抢的结果烂手里了​,0,0,  , , ,"
                        2019年12月19日 10:54
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=11,https://weibo.com/6516237680/Ilt3yrh6g?refer_flag=1001030103_
上海西点军训,每到过年，老板们都有着同一个烦恼：这春节小长假一过员工一个比一个“病蔫蔫”全没了精气神儿该咋办？ 别担心，想让员工“一练收心”找到西点最方便有教官，有方案，有场地，有档期，还支持私人订制哟~​,0,0,2, , ,"
                        2019年12月19日 10:17
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=11,https://weibo.com/1596758973/IlsOsCk9f?refer_flag=1001030103_
京港地铁,“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，减速慢行保平安​来源：L安徽消防的秒拍视频（侵删）​,0,0,  ,5, ,"
                        2019年12月19日 10:05
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=11,https://weibo.com/2125939111/IlsJi0Vpo?refer_flag=1001030103_
白城市消防,“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，减速慢行保平安​L安徽消防的秒拍视频​,0,0,  ,4,6,"
                        2019年12月19日 09:26
                        ",HUAWEI P20 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=11,https://weibo.com/3423681204/IlstI5FRi?refer_flag=1001030103_
昆明防震,“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，减速慢行保平安​L安徽消防的秒拍视频​,0,0,  , ,1,"
                        2019年12月19日 09:26
                        ",小米Max2 大屏大电量,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/3811559344/IlstFEosM?refer_flag=1001030103_
夏日遗失的飞船,我看文真的很容易操心，某某才看了23章，就已经开始担心攻受这对重组家庭的兄弟以后咋办，他们爹妈发现了咋办，老师同学发现了咋办，以后咋跟别人介绍。。。。​,0,0,  ,35,21,"
                        2019年12月19日 09:20
                        ",18L批发的iPhone X,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/6638008927/Ilsrn04mX?refer_flag=1001030103_
中央气象台,“看不见路啦！”开车上路好担心，该咋办？记住用好车灯，减速慢行保平安​L安徽消防的秒拍视频​,0,0,9,15,44,"
                        2019年12月19日 09:07
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/2015108055/IlslSwExe?refer_flag=1001030103_
小吴吃不饱·,总有个人会让你有足够的安全感不用担心形象不用担心长胖总要一步一步走下去就好可是我还没开始复习该咋办！​,0,0,  ,1,1,"
                        2019年12月19日 00:37
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/5579884570/Ilp0NoLjP?refer_flag=1001030103_
骨头飞来,马嘉七你咋办啊真的担心你你不能做无性人了既然搞基没有风味你和恋恋航线去拍我们结婚吧中国版吧​,0,0,2,2,4,"
                        2019年12月19日 00:14
                        ",奥特曼的iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/6924249411/IloRshKKo?refer_flag=1001030103_
散步·,我已经开始担心演唱会了没人跟我拼房可咋办旁边坐的不跟我说话可咋办我又开始控制不住的胡思乱想了​,0,0,  ,2, ,"
                        2019年12月18日 23:28
                        ",去海边散步iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/6748626933/IloyXsIJE?refer_flag=1001030103_
霄的宝贝儿,咋办呢阿姨带宝宝我又好担心宝宝不认识我了自己带又嫌累我的小可爱呀你可要认识妈妈​,0,0,  , ,2,"
                        2019年12月18日 22:25
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/2292754561/Ilo9vd8Um?refer_flag=1001030103_
猛汉烧鹅,我寻思着现在温度也不高啊，今天八到四度，我爸不让我把仓鼠放在客厅里，所以我只能放车库那，这个车库冷，因为透风，我就给他泡膜纸把笼子圈起来，他咋不觉得冷，我还担心得要死，万一冬眠了咋办，都准备给他买电热毯和暖灯了结果他还在兴高采烈的吃新鼠粮​,0,0,  , , ,"
                        2019年12月18日 21:39
                        ",🍑iPhone XS Max,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/3768337380/IlnQA8twj?refer_flag=1001030103_
斐尔_Mayes·Fel,🐏🐏🐏买的羊羊到了，过去陪着少爷吧暖手用的还是个充电宝就是有点担心他脏了咋办​,1,0,  , ,1,"
                        2019年12月18日 21:23
                        ",OPPO R11 Plus,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/5504288807/IlnKg0lnt?refer_flag=1001030103_
明月几时有1919hahaha,小时候总是担心太阳烧没了咋办后来发现，想太多，人类活不到那时候​,0,0,  , , ,"
                        2019年12月18日 21:20
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/1906356771/IlnJ805Ms?refer_flag=1001030103_
郎漂酿超幼稚,好担心脑袋上的伤口长不出头发呀我要嫁不出去了咋办呀​,0,0,  ,8,3,"
                        2019年12月18日 20:11
                        ",小🐺的iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/5151325929/Ilnh5z8Yo?refer_flag=1001030103_
ZyJ雅静呀shining,本来自习室复习单证来着今天第一次看宇哥视频呀一发不可收拾哈哈哈😄虽然很担心数学但没事儿毕竟文科记不来能咋办勒宇哥考研Pick宇哥！！10个月相信用心走过了～就一切都值得加油加油💪——21考研的雅静冲鸭！2南宁​,0,0,  , , ,"
                        2019年12月18日 17:18
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/6960569198/Ilm8FoSzH?refer_flag=1001030103_
不整不叫董漂亮,最近超多小姐妹问我，割双眼皮后不对称咋办？你们这都是经历了啥双眼皮在拆线后不对称，是正常的，小姐妹们不要太担心刚拆完线的双眼皮还没有消肿，皮下组织还没有恢复，所以容易出现不对称的情况1-3个月双眼皮的形态出来了，不对称的情况也会逐渐消失轻微的不对称是正常的，天生的双眼皮也做不到一模一样，但是严重不对称要在至少半年后再考虑修复手术收起全文d,0,0,11,10,6,"
                        2019年12月18日 15:46
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/5292404838/Illxyo0SC?refer_flag=1001030103_
陈红伟航空总医院脑积水颅内感染,在网上看到有人在问，外科医生如果带眼镜和口罩做手术的时候，起雾了该咋办，这个问题挺有意思，大家其实没必要担心。手术室里的温度一般都是比较低的，而且是恒温，低温的状态医生头脑比较清醒，不容易出汗，戴眼镜也不会容易起雾，不会影响到手术过程的。​,0,0,2, ,2,"
                        2019年12月18日 14:41
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/6351634641/Ill6Xxp6Z?refer_flag=1001030103_
XXX怪獸X,工作到昏头的时候突然担心精神世界可咋办​,0,0,  , , ,"
                        2019年12月18日 13:12
                        ",iPhone 8,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/2458324262/Ilkx1fgfQ?refer_flag=1001030103_
宋宋欧尼oni,莉贝琳买家秀香雪白到了，颜色是我喜欢的码数M也很宽松我有点担心我买的多瑙河L会大咋办呀​,0,0,  ,20,1,"
                        2019年12月18日 11:06
                        ",莉贝琳买家秀超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/2533467103/IljHTvpvy?refer_flag=1001030103_
吥在末尾,一想到2月就要去上班了，心里就空闹闹的。担心娃不肯吃奶瓶，结果真的就不肯吃，咋办(・o・)​,0,0,  , ,1,"
                        2019年12月18日 10:42
                        ",HUAWEI Mate 20 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/1534663817/IljxY3XsY?refer_flag=1001030103_
Tiamo-向阳i,喜欢化妆但又怕卸不干净咋办呐～🙈🙈哈哈哈我相信大多数的妹砸都跟我一样，比较担心的不是卸不干净底妆，而是卸不掉眼线跟口红，好在我不用眼线呀！😏但口红真的是各种类型都有，不管多贵好用好看就买🙊所以卸不干净口红的卸妆膏我要你有何用。🌟现在我要大声的告诉你！我发现了一款炒鸡好用巨便宜大碗的卸妆膏🙈就问你开不开森咩哈哈哈～KIMTRUE辣木籽卸妆膏在吸附表面的彩妆，还能深入清洁污垢，刚刚涂上卸妆膏口红就有化开的现象，还是在木有推开按摩的前提下，这可是蛮持久的口红哇⊙∀⊙！里面还有积雪草🌿所以使用过程好温和，就是用完会有点油腻，这点用水清洗就好啦～油皮也是怕油，所以把他家的氨基酸洗面奶也收了，是明智之举呀！现在就用得上了，按出来是很稀释的液体，跟乳液差不多了，能打出好多好多的泡泡，触感很细腻温和，洗完木有紧绷感。么有选到合适卸妆产品的小可爱🐰阔以考虑选KT，不会让你失望滴🐶好了今天的分享就结束啦～收起全文d,0,0,  , ,3,"
                        2019年12月18日 10:32
                        ",美图T9我的智能摄影师,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/5153157614/Ilju0a9my?refer_flag=1001030103_
考研备考攻略123,上班族考研莫名烦躁担心甚至失眠怎么办呢？“二战党，前面一直心态很好，最近突然就崩了，特别是每天起床的时候，莫名的很丧，担心自己考不上，担心自己到头来一场空”“失眠咋办呐，明明困得要死，但就是睡不着，早上五点多又得起床，害！家人都睡了，也不好背书，只能在手机上刷刷题，太痛苦了”必尚考研建议慢慢调节生物钟，可以泡泡脚，放松心情，也可以听听音乐——————————————————————————————————考研规划、考研辅导（全日制或在职、非全），十五年经验！如果有考研择校、择专业、考研备考等问题，可添加刘老师V芯咨询：18051968023。有问必回！收起全文d,0,0,  , , ,"
                        2019年12月18日 10:11
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=12,https://weibo.com/7327334488/IljlhqV7r?refer_flag=1001030103_
